"Nom_com";"id_insee";"annee";"PO_pop";"LP_pop";"LH_pop";"LC_pop";"Autres_pop";"Total_menages_pop";"PO_menages";"LP_menages";"LH_menages";"LC_menages";"Autres_menages";"Total_menages_menages";"PO_1_pers";"LP_1_pers";"LH_1_pers";"LC_1_pers";"Autres_1_pers";"Total_menages_1_pers";"PO_2_pers";"LP_2_pers";"LH_2_pers";"LC_2_pers";"Autres_2_pers";"Total_menages_2_pers";"PO_3_pers";"LP_3_pers";"LH_3_pers";"LC_3_pers";"Autres_3_pers";"Total_menages_3_pers";"PO_4_pers";"LP_4_pers";"LH_4_pers";"LC_4_pers";"Autres_4_pers";"Total_menages_4_pers";"PO_5_pers";"LP_5_pers";"LH_5_pers";"LC_5_pers";"Autres_5_pers";"Total_menages_5_pers";"PO_6et+_pers";"LP_6et+_pers";"LH_6et+_pers";"LC_6et+_pers";"Autres_6et+_pers";"Total_menages_6et+_pers";"PO_nbper_ecart_type";"LP_nbper_ecart_type";"LH_nbper_ecart_type";"LC_nbper_ecart_type";"Autres_nbper_ecart_type";"Total_menages_nbper_ecart_type";"PO_nbper_moyenne";"LP_nbper_moyenne";"LH_nbper_moyenne";"LC_nbper_moyenne";"Autres_nbper_moyenne";"Total_menages_nbper_moyenne";"PO_surfhpp_ecart_type";"LP_surfhpp_ecart_type";"LH_surfhpp_ecart_type";"LC_surfhpp_ecart_type";"Autres_surfhpp_ecart_type";"Total_menages_surfhpp_ecart_type";"PO_surfhpp_moyenne";"LP_surfhpp_moyenne";"LH_surfhpp_moyenne";"LC_surfhpp_moyenne";"Autres_surfhpp_moyenne";"Total_menages_surfhpp_moyenne";"PO_surfhpp_mediane";"LP_surfhpp_mediane";"LH_surfhpp_mediane";"LC_surfhpp_mediane";"Autres_surfhpp_mediane";"Total_menages_surfhpp_mediane";"PO_sfp_celibataire";"LP_sfp_celibataire";"LH_sfp_celibataire";"LC_sfp_celibataire";"Autres_sfp_celibataire";"Total_menages_sfp_celibataire";"PO_sfp_divorce";"LP_sfp_divorce";"LH_sfp_divorce";"LC_sfp_divorce";"Autres_sfp_divorce";"Total_menages_sfp_divorce";"PO_sfp_marie_pacxe";"LP_sfp_marie_pacse";"LH_sfp_marie_pacse";"LC_sfp_marie_pacse";"Autres_sfp_marie_pacse";"Total_menages_sfp_marie_pacse";"PO_sfp_veuf";"LP_sfp_veuf";"LH_sfp_veuf";"LC_sfp_veuf";"Autres_sfp_veuf";"Total_menages_sfp_veuf";"PO_age_ref_<25ans";"LP_age_ref_<25ans";"LH_age_ref_<25ans";"LC_age_ref_<25ans";"Autres_age_ref_<25ans";"Total_menages_age_ref_<25ans";"PO_age_ref_25-39ans";"LP_age_ref_25-39ans";"LH_age_ref_25-39ans";"LC_age_ref_25-39ans";"Autres_age_ref_25-39ans";"Total_menages_age_ref_25-39ans";"PO_age_ref_40-59ans";"LP_age_ref_40-59ans";"LH_age_ref_40-59ans";"LC_age_ref_40-59ans";"Autres_age_ref_40-59ans";"Total_menages_age_ref_40-59ans";"PO_age_ref_60-74ans";"LP_age_ref_60-74ans";"LH_age_ref_60-74ans";"LC_age_ref_60-74ans";"Autres_age_ref_60-74ans";"Total_menages_age_ref_60-74ans";"PO_age_ref_>74ans";"LP_age_ref_>74ans";"LH_age_ref_>74ans";"LC_age_ref_>74ans";"Autres_age_ref_>74ans";"Total_menages_age_ref_>74ans";"PO_age_ref_ecart_type";"LP_age_ref_ecart_type";"LH_age_ref_ecart_type";"LC_age_ref_ecart_type";"Autres_age_ref_ecart_type";"Total_menages_age_ref_ecart_type";"PO_age_ref_moyenne";"LP_age_ref_moyenne";"LH_age_ref_moyenne";"LC_age_ref_moyenne";"Autres_age_ref_moyenne";"Total_menages_age_ref_moyenne";"PO_age_ref_mediane";"LP_age_ref_mediane";"LH_age_ref_mediane";"LC_age_ref_mediane";"Autres_age_ref_mediane";"Total_menages_age_ref_mediane";"PO_pas_enf18ans";"LP_pas_enf18ans";"LH_pas_enf18ans";"LC_pas_enf18ans";"Autres_pas_enf18ans";"Total_menages_pas_enf18ans";"PO_1et+_enf18ans";"LP_1et+_enf18ans";"LH_1et+_enf18ans";"LC_1et+_enf18ans";"Autres_1et+_enf18ans";"Total_menages_1et+_enf18ans";"PO_pas_enf6ans";"LP_pas_enf6ans";"LH_pas_enf6ans";"LC_pas_enf6ans";"Autres_pas_enf6ans";"Total_menages_pas_enf6ans";"PO_1et+_enf6ans";"LP_1et+_enf6ans";"LH_1et+_enf6ans";"LC_1et+_enf6ans";"Autres_1et+_enf6ans";"Total_menages_1et+_enf6ans";"PO_fmono_parentale";"LP_fmono_parentale";"LH_fmono_parentale";"LC_fmono_parentale";"Autres_fmono_parentale";"Total_menages_fmono_parentale";"PO_duroc_<1an";"LP_duroc_<1an";"LH_duroc_<1an";"LC_duroc_<1an";"Autres_duroc_<1an";"Total_menages_duroc_<1an";"PO_duroc_1an";"LP_duroc_1an";"LH_duroc_1an";"LC_duroc_1an";"Autres_duroc_1an";"Total_menages_duroc_1an";"PO_duroc_2ans";"LP_duroc_2ans";"LH_duroc_2ans";"LC_duroc_2ans";"Autres_duroc_2ans";"Total_menages_duroc_2ans";"PO_duroc_3-4ans";"LP_duroc_3-4ans";"LH_duroc_3-4ans";"LC_duroc_3-4ans";"Autres_duroc_3-4ans";"Total_menages_duroc_3-4ans";"PO_duroc_5-9ans";"LP_duroc_5-9ans";"LH_duroc_5-9ans";"LC_duroc_5-9ans";"Autres_duroc_5-9ans";"Total_menages_duroc_5-9ans";"PO_duroc_>9ans";"LP_duroc_>9ans";"LH_duroc_>9ans";"LC_duroc_>9ans";"Autres_duroc_>9ans";"Total_menages_duroc_>9ans";"PO_duroc_ecart_type";"LP_duroc_ecart_type";"LH_duroc_ecart_type";"LC_duroc_ecart_type";"Autres_duroc_ecart_type";"Total_menages_duroc_ecart_type";"PO_duroc_moyenne";"LP_duroc_moyenne";"LH_duroc_moyenne";"LC_duroc_moyenne";"Autres_duroc_moyenne";"Total_menages_duroc_moyenne";"PO_duroc_mediane";"LP_duroc_mediane";"LH_duroc_mediane";"LC_duroc_mediane";"Autres_duroc_mediane";"Total_menages_duroc_mediane"
"Cateri";"2B084";2019;"127";"35";"s";"s";"s";209;"67";"18";"s";"s";"s";"111";"32";"s";"s";"s";"s";"50";"22";"s";"s";"s";"s";"40";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"s";"0";"0";"s";"s";"0";"0";"0";"0";"s";"1";"1";"s";"s";"s";1;"2";"2";"s";"s";"s";2;"32";"53";"s";"s";"s";34;"50";"48";"s";"s";"s";48;"40";"28";"s";"s";"s";39;"15";"s";"s";"s";"s";"35";"s";"s";"s";"0";"0";"19";"s";"s";"s";"s";"s";"39";"s";"s";"s";"0";"s";"18";"0";"0";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"20";"s";"s";"s";"s";"39";"25";"s";"s";"0";"s";"40";"s";"s";"s";"0";"s";"s";"16";"16";"s";"s";"s";"16";"65";"57";"s";"s";"s";62;"65";"55";"s";"s";"s";64;"s";"s";"s";"s";"s";"92";"s";"s";"s";"0";"s";"19";"s";"s";"s";"s";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"16";"s";"s";"s";"0";"s";"18";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"15";"s";"s";"0";"s";"s";"44";"11";"6";"s";"s";"s";"10";"13";"5";"s";"s";"s";"10";"12";"3";"s";"s";"s";6
"Centuri";"2B086";2019;"190";"33";"0";"s";"s";241;"104";"23";"0";"s";"s";"139";"41";"s";"0";"s";"s";"63";"49";"s";"0";"0";"s";"60";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"1";"1";"0";"s";"s";1;"2";"1";"0";"s";"s";2;"41";"61";"0";"s";"s";44;"52";"57";"0";"s";"s";51;"44";"43";"0";"s";"s";43;"s";"s";"0";"s";"s";"36";"s";"s";"0";"0";"s";"17";"s";"s";"0";"s";"s";"58";"s";"s";"0";"0";"0";"25";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"s";"13";"24";"s";"0";"s";"s";"39";"s";"s";"0";"0";"s";"47";"s";"s";"0";"0";"0";"37";"14";"18";"0";"s";"s";"17";"69";"51";"0";"s";"s";64;"70";"52";"0";"s";"s";67;"s";"s";"0";"s";"s";"125";"s";"s";"0";"s";"0";"14";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"15";"s";"s";"0";"0";"s";"29";"58";"s";"0";"0";"s";"74";"11";"5";"0";"s";"s";"11";"14";"8";"0";"s";"s";"13";"11";"8";"0";"s";"s";10
"Cervione";"2B087";2019;"926";"346";"s";"s";"77";1397;"462";"176";"s";"s";"40";"702";"168";"90";"s";"s";"s";"289";"189";"39";"s";"0";"s";"245";"57";"s";"s";"0";"s";"87";"33";"s";"s";"s";"s";"60";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"1";"1";"s";"s";"1";1;"2";"2";"s";"s";"2";2;"36";"31";"s";"s";"32";34;"56";"48";"s";"s";"51";53;"45";"43";"s";"s";"42";45;"93";"68";"s";"s";"s";"186";"60";"s";"s";"s";"s";"109";"204";"52";"s";"s";"s";"277";"101";"s";"s";"0";"s";"126";"0";"s";"0";"0";"s";"s";"25";"29";"s";"s";"s";"s";"124";"69";"s";"s";"s";"219";"154";"52";"s";"s";"s";"225";"155";"s";"s";"0";"s";"185";"16";"17";"s";"s";"15";"17";"67";"56";"s";"s";"58";63;"67";"56";"s";"s";"59";64;"391";"130";"s";"s";"s";"573";"71";"46";"s";"0";"s";"129";"441";"s";"s";"s";"s";"657";"21";"s";"s";"0";"s";"45";"23";"s";"s";"0";"0";"43";"s";"16";"s";"0";"s";"37";"s";"28";"s";"0";"s";"55";"21";"s";"s";"0";"s";"44";"43";"s";"s";"s";"s";"90";"123";"31";"s";"0";"s";"169";"236";"45";"s";"s";"15";"307";"9";"7";"s";"s";"8";"9";"12";"6";"s";"s";"9";"10";"10";"4";"s";"s";"8";8
"Chiatra";"2B088";2019;"135";"30";"0";"12";"20";197;"64";"21";"0";"s";"s";"101";"26";"s";"0";"s";"s";"45";"17";"s";"0";"s";"s";"28";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"1";"1";"0";"s";"s";1;"2";"1";"0";"s";"s";2;"33";"29";"0";"s";"s";31;"56";"63";"0";"s";"s";55;"51";"60";"0";"s";"s";47;"s";"s";"0";"s";"s";"31";"s";"s";"0";"s";"s";"19";"s";"s";"0";"s";"s";"36";"s";"s";"0";"0";"0";"15";"0";"0";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"16";"s";"0";"s";"s";"31";"s";"s";"0";"s";"s";"33";"s";"s";"0";"s";"s";"26";"16";"19";"0";"s";"s";"17";"66";"58";"0";"s";"s";63;"65";"57";"0";"s";"s";62;"s";"s";"0";"s";"s";"84";"s";"s";"0";"0";"s";"17";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"16";"s";"s";"0";"s";"s";"19";"35";"s";"0";"s";"s";"47";"9";"6";"0";"s";"s";"9";"12";"5";"0";"s";"s";"10";"10";"3";"0";"s";"s";8
"Corbara";"2B093";2019;"601";"149";"0";"32";"74";855;"297";"77";"0";"15";"32";"421";"102";"37";"0";"s";"s";"163";"128";"s";"0";"s";"s";"154";"37";"s";"0";"s";"s";"58";"s";"s";"0";"s";"s";"32";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"1";"1";"0";"2";"2";1;"2";"2";"0";"2";"2";2;"42";"33";"0";"11";"43";41;"63";"48";"0";"26";"52";58;"53";"36";"0";"23";"41";50;"41";"27";"0";"s";"s";"90";"53";"s";"0";"s";"s";"80";"150";"s";"0";"s";"s";"185";"53";"s";"0";"s";"s";"66";"s";"0";"0";"0";"s";"s";"s";"21";"0";"s";"s";"s";"82";"29";"0";"s";"s";"130";"87";"s";"0";"s";"s";"114";"116";"s";"0";"s";"s";"131";"15";"17";"0";"14";"24";"18";"68";"53";"0";"52";"54";63;"69";"53";"0";"53";"52";64;"258";"53";"0";"s";"s";"343";"39";"24";"0";"s";"s";"78";"s";"66";"0";"s";"s";"393";"s";"11";"0";"s";"s";"28";"14";"s";"0";"s";"s";"32";"13";"s";"0";"s";"s";"28";"s";"16";"0";"s";"s";"38";"s";"14";"0";"s";"s";"31";"28";"s";"0";"s";"s";"43";"59";"12";"0";"s";"s";"82";"171";"16";"0";"s";"s";"199";"10";"8";"0";"5";"7";"9";"13";"6";"0";"5";"7";"11";"10";"2";"0";"3";"5";8
"Corscia";"2B095";2019;"91";"30";"0";"s";"s";144;"s";"s";"0";"s";"s";"s";"32";"s";"0";"s";"s";"58";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"29";"28";"0";"s";"s";30;"46";"39";"0";"s";"s";43;"43";"26";"0";"s";"s";38;"12";"s";"0";"s";"s";"35";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"s";"24";"s";"s";"0";"0";"s";"24";"0";"0";"0";"0";"s";"s";"0";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"29";"s";"s";"0";"0";"s";"43";"10";"17";"0";"s";"s";"17";"76";"52";"0";"s";"s";68;"77";"52";"0";"s";"s";72;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"27";"32";"s";"0";"0";"s";"46";"8";"5";"0";"s";"s";"8";"13";"5";"0";"s";"s";"11";"13";"5";"0";"s";"s";9
"Corte";"2B096";2019;"2481";"2194";"s";"s";"s";5517;"1171";"1425";"s";"s";"s";"2983";"419";"993";"s";"s";"s";"1554";"407";"235";"s";"s";"s";"757";"184";"95";"s";"0";"s";"346";"127";"74";"s";"0";"s";"248";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"1";"1";"s";"s";"s";1;"2";"2";"s";"s";"s";2;"37";"20";"s";"s";"s";32;"55";"35";"s";"s";"s";44;"45";"30";"s";"s";"s";35;"303";"997";"s";"s";"s";"1443";"139";"147";"s";"s";"s";"362";"493";"217";"s";"s";"s";"839";"234";"61";"s";"0";"s";"334";"s";"434";"s";"0";"s";"451";"s";"404";"s";"0";"40";"566";"330";"329";"104";"s";"s";"822";"368";"152";"s";"s";"s";"617";"366";"88";"s";"s";"s";"507";"17";"s";"s";"s";"s";"22";"65";"39";"s";"s";"s";51;"66";"33";"s";"s";"s";51;"937";"1216";"s";"s";"s";"2418";"234";"209";"s";"0";"s";"565";"1096";"1317";"s";"s";"s";"2759";"75";"108";"s";"0";"s";"224";"90";"103";"s";"0";"s";"249";"79";"541";"s";"0";"s";"652";"69";"263";"s";"0";"s";"373";"59";"149";"s";"0";"s";"233";"98";"169";"s";"0";"s";"327";"320";"197";"s";"s";"s";"634";"546";"106";"s";"s";"s";"764";"10";"5";"s";"s";"s";"9";"12";"3";"s";"s";"s";"7";"9";"1";"s";"s";"s";4
"Costa";"2B097";2019;"28";"s";"0";"s";"s";53;"s";"s";"0";"s";"s";"28";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"s";"0";"0";"0";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"1";"s";"0";"s";"s";1;"2";"s";"0";"s";"s";2;"33";"s";"0";"s";"s";34;"53";"s";"0";"s";"s";52;"43";"s";"0";"s";"s";44;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"12";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"14";"s";"s";"0";"s";"0";"s";"8";"s";"0";"s";"s";"15";"69";"s";"0";"s";"s";62;"69";"s";"0";"s";"s";66;"s";"s";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"13";"s";"0";"s";"s";"12";"12";"s";"0";"s";"s";"10";"6";"s";"0";"s";"s";5
"Croce";"2B101";2019;"89";"s";"0";"s";"s";104;"s";"s";"0";"s";"s";"54";"s";"s";"0";"s";"s";"23";"s";"s";"0";"0";"0";"19";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"s";"0";"s";"s";1;"2";"s";"0";"s";"s";2;"25";"s";"0";"s";"s";24;"33";"s";"0";"s";"s";34;"25";"s";"0";"s";"s";28;"s";"s";"0";"s";"s";"14";"s";"s";"0";"0";"0";"11";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"0";"14";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"17";"s";"0";"0";"s";"0";"s";"s";"s";"0";"0";"s";"22";"s";"s";"0";"s";"s";"17";"s";"s";"0";"s";"s";67;"s";"s";"0";"s";"s";67;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"0";"0";"s";"0";"15";"s";"s";"0";"s";"s";"24";"8";"s";"0";"s";"s";"8";"11";"s";"0";"s";"s";"11";"9";"s";"0";"s";"s";9
"Crocicchia";"2B102";2019;"31";"s";"0";"s";"s";49;"s";"s";"0";"s";"s";"32";"s";"s";"0";"0";"s";"20";"s";"s";"0";"s";"0";"s";"s";"0";"0";"s";"0";"s";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"s";"0";"s";"s";1;"1";"s";"0";"s";"s";2;"28";"s";"0";"s";"s";27;"47";"s";"0";"s";"s";44;"47";"s";"0";"s";"s";37;"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"17";"s";"s";"0";"s";"s";"14";"s";"s";"0";"s";"s";72;"s";"s";"0";"s";"s";75;"s";"s";"0";"s";"s";"s";"0";"s";"0";"s";"0";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"17";"9";"s";"0";"s";"s";"10";"13";"s";"0";"s";"s";"13";"10";"s";"0";"s";"s";10
"Erbajolo";"2B105";2019;"61";"s";"0";"s";"12";86;"35";"s";"0";"s";"s";"50";"s";"s";"0";"s";"s";"24";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"1";"s";"0";"s";"s";1;"2";"s";"0";"s";"s";2;"30";"s";"0";"s";"s";29;"55";"s";"0";"s";"s";53;"50";"s";"0";"s";"s";50;"s";"s";"0";"s";"s";"15";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"20";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"22";"13";"s";"0";"s";"s";"14";"73";"s";"0";"s";"s";69;"77";"s";"0";"s";"s";72;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"32";"11";"s";"0";"s";"s";"10";"15";"s";"0";"s";"s";"13";"14";"s";"0";"s";"s";12
"Érone";"2B106";2019;"s";"0";"0";"0";"0";NA;"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";NA;"s";"0";"0";"0";"0";NA;"s";"0";"0";"0";"0";NA;"s";"0";"0";"0";"0";NA;"s";"0";"0";"0";"0";NA;"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";NA;"s";"0";"0";"0";"0";NA;"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";NA
"Ersa";"2B107";2019;"109";"16";"0";"s";"s";139;"63";"s";"0";"s";"s";"83";"36";"s";"0";"s";"s";"50";"s";"s";"0";"0";"s";"21";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"1";"s";"0";"s";"s";1;"2";"s";"0";"s";"s";2;"32";"s";"0";"s";"s";30;"51";"s";"0";"s";"s";49;"42";"s";"0";"s";"s";42;"s";"s";"0";"s";"s";"19";"s";"s";"0";"s";"0";"15";"s";"s";"0";"0";"s";"22";"s";"s";"0";"0";"0";"20";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"26";"s";"s";"0";"s";"s";"28";"14";"s";"0";"s";"s";"15";"71";"s";"0";"s";"s";69;"74";"s";"0";"s";"s";72;"s";"s";"0";"s";"s";"s";"s";"0";"0";"s";"0";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"23";"s";"s";"0";"0";"s";"45";"9";"s";"0";"s";"s";"9";"13";"s";"0";"s";"s";"12";"11";"s";"0";"s";"s";11
"Farinole";"2B109";2019;"191";"23";"0";"0";"15";229;"96";"s";"0";"0";"s";"121";"34";"s";"0";"0";"s";"53";"s";"0";"0";"0";"s";"47";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"1";"1";"0";"0";"1";1;"2";"1";"0";"0";"2";2;"40";"29";"0";"0";"43";39;"56";"52";"0";"0";"63";56;"45";"52";"0";"0";"40";45;"16";"s";"0";"0";"s";"35";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"57";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"s";"35";"s";"s";"0";"0";"s";"32";"s";"s";"0";"0";"0";"42";"18";"s";"0";"0";"s";"18";"68";"s";"0";"0";"s";66;"69";"s";"0";"0";"s";68;"s";"s";"0";"0";"s";"100";"s";"s";"0";"0";"s";"21";"s";"s";"0";"0";"s";"110";"s";"s";"0";"0";"s";"11";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"17";"s";"s";"0";"0";"s";"22";"s";"s";"0";"0";"s";"59";"11";"8";"0";"0";"6";"10";"13";"7";"0";"0";"7";"12";"10";"4";"0";"0";"5";9
"Favalello";"2B110";2019;"56";"s";"0";"0";"s";74;"s";"s";"0";"0";"s";"29";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"13";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";1;"s";"s";"0";"0";"s";3;"s";"s";"0";"0";"s";31;"s";"s";"0";"0";"s";37;"s";"s";"0";"0";"s";30;"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"11";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"17";"s";"s";"0";"0";"s";61;"s";"s";"0";"0";"s";63;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"16";"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";"15";"s";"s";"0";"0";"s";11
