"Nom_com";"id_insee";"annee";"PO_pop";"LP_pop";"LH_pop";"LC_pop";"Autres_pop";"Total_menages_pop";"PO_menages";"LP_menages";"LH_menages";"LC_menages";"Autres_menages";"Total_menages_menages";"PO_1_pers";"LP_1_pers";"LH_1_pers";"LC_1_pers";"Autres_1_pers";"Total_menages_1_pers";"PO_2_pers";"LP_2_pers";"LH_2_pers";"LC_2_pers";"Autres_2_pers";"Total_menages_2_pers";"PO_3_pers";"LP_3_pers";"LH_3_pers";"LC_3_pers";"Autres_3_pers";"Total_menages_3_pers";"PO_4_pers";"LP_4_pers";"LH_4_pers";"LC_4_pers";"Autres_4_pers";"Total_menages_4_pers";"PO_5_pers";"LP_5_pers";"LH_5_pers";"LC_5_pers";"Autres_5_pers";"Total_menages_5_pers";"PO_6et+_pers";"LP_6et+_pers";"LH_6et+_pers";"LC_6et+_pers";"Autres_6et+_pers";"Total_menages_6et+_pers";"PO_nbper_ecart_type";"LP_nbper_ecart_type";"LH_nbper_ecart_type";"LC_nbper_ecart_type";"Autres_nbper_ecart_type";"Total_menages_nbper_ecart_type";"PO_nbper_moyenne";"LP_nbper_moyenne";"LH_nbper_moyenne";"LC_nbper_moyenne";"Autres_nbper_moyenne";"Total_menages_nbper_moyenne";"PO_surfhpp_ecart_type";"LP_surfhpp_ecart_type";"LH_surfhpp_ecart_type";"LC_surfhpp_ecart_type";"Autres_surfhpp_ecart_type";"Total_menages_surfhpp_ecart_type";"PO_surfhpp_moyenne";"LP_surfhpp_moyenne";"LH_surfhpp_moyenne";"LC_surfhpp_moyenne";"Autres_surfhpp_moyenne";"Total_menages_surfhpp_moyenne";"PO_surfhpp_mediane";"LP_surfhpp_mediane";"LH_surfhpp_mediane";"LC_surfhpp_mediane";"Autres_surfhpp_mediane";"Total_menages_surfhpp_mediane";"PO_sfp_celibataire";"LP_sfp_celibataire";"LH_sfp_celibataire";"LC_sfp_celibataire";"Autres_sfp_celibataire";"Total_menages_sfp_celibataire";"PO_sfp_divorce";"LP_sfp_divorce";"LH_sfp_divorce";"LC_sfp_divorce";"Autres_sfp_divorce";"Total_menages_sfp_divorce";"PO_sfp_marie_pacxe";"LP_sfp_marie_pacse";"LH_sfp_marie_pacse";"LC_sfp_marie_pacse";"Autres_sfp_marie_pacse";"Total_menages_sfp_marie_pacse";"PO_sfp_veuf";"LP_sfp_veuf";"LH_sfp_veuf";"LC_sfp_veuf";"Autres_sfp_veuf";"Total_menages_sfp_veuf";"PO_age_ref_<25ans";"LP_age_ref_<25ans";"LH_age_ref_<25ans";"LC_age_ref_<25ans";"Autres_age_ref_<25ans";"Total_menages_age_ref_<25ans";"PO_age_ref_25-39ans";"LP_age_ref_25-39ans";"LH_age_ref_25-39ans";"LC_age_ref_25-39ans";"Autres_age_ref_25-39ans";"Total_menages_age_ref_25-39ans";"PO_age_ref_40-59ans";"LP_age_ref_40-59ans";"LH_age_ref_40-59ans";"LC_age_ref_40-59ans";"Autres_age_ref_40-59ans";"Total_menages_age_ref_40-59ans";"PO_age_ref_60-74ans";"LP_age_ref_60-74ans";"LH_age_ref_60-74ans";"LC_age_ref_60-74ans";"Autres_age_ref_60-74ans";"Total_menages_age_ref_60-74ans";"PO_age_ref_>74ans";"LP_age_ref_>74ans";"LH_age_ref_>74ans";"LC_age_ref_>74ans";"Autres_age_ref_>74ans";"Total_menages_age_ref_>74ans";"PO_age_ref_ecart_type";"LP_age_ref_ecart_type";"LH_age_ref_ecart_type";"LC_age_ref_ecart_type";"Autres_age_ref_ecart_type";"Total_menages_age_ref_ecart_type";"PO_age_ref_moyenne";"LP_age_ref_moyenne";"LH_age_ref_moyenne";"LC_age_ref_moyenne";"Autres_age_ref_moyenne";"Total_menages_age_ref_moyenne";"PO_age_ref_mediane";"LP_age_ref_mediane";"LH_age_ref_mediane";"LC_age_ref_mediane";"Autres_age_ref_mediane";"Total_menages_age_ref_mediane";"PO_pas_enf18ans";"LP_pas_enf18ans";"LH_pas_enf18ans";"LC_pas_enf18ans";"Autres_pas_enf18ans";"Total_menages_pas_enf18ans";"PO_1et+_enf18ans";"LP_1et+_enf18ans";"LH_1et+_enf18ans";"LC_1et+_enf18ans";"Autres_1et+_enf18ans";"Total_menages_1et+_enf18ans";"PO_pas_enf6ans";"LP_pas_enf6ans";"LH_pas_enf6ans";"LC_pas_enf6ans";"Autres_pas_enf6ans";"Total_menages_pas_enf6ans";"PO_1et+_enf6ans";"LP_1et+_enf6ans";"LH_1et+_enf6ans";"LC_1et+_enf6ans";"Autres_1et+_enf6ans";"Total_menages_1et+_enf6ans";"PO_fmono_parentale";"LP_fmono_parentale";"LH_fmono_parentale";"LC_fmono_parentale";"Autres_fmono_parentale";"Total_menages_fmono_parentale";"PO_duroc_<1an";"LP_duroc_<1an";"LH_duroc_<1an";"LC_duroc_<1an";"Autres_duroc_<1an";"Total_menages_duroc_<1an";"PO_duroc_1an";"LP_duroc_1an";"LH_duroc_1an";"LC_duroc_1an";"Autres_duroc_1an";"Total_menages_duroc_1an";"PO_duroc_2ans";"LP_duroc_2ans";"LH_duroc_2ans";"LC_duroc_2ans";"Autres_duroc_2ans";"Total_menages_duroc_2ans";"PO_duroc_3-4ans";"LP_duroc_3-4ans";"LH_duroc_3-4ans";"LC_duroc_3-4ans";"Autres_duroc_3-4ans";"Total_menages_duroc_3-4ans";"PO_duroc_5-9ans";"LP_duroc_5-9ans";"LH_duroc_5-9ans";"LC_duroc_5-9ans";"Autres_duroc_5-9ans";"Total_menages_duroc_5-9ans";"PO_duroc_>9ans";"LP_duroc_>9ans";"LH_duroc_>9ans";"LC_duroc_>9ans";"Autres_duroc_>9ans";"Total_menages_duroc_>9ans";"PO_duroc_ecart_type";"LP_duroc_ecart_type";"LH_duroc_ecart_type";"LC_duroc_ecart_type";"Autres_duroc_ecart_type";"Total_menages_duroc_ecart_type";"PO_duroc_moyenne";"LP_duroc_moyenne";"LH_duroc_moyenne";"LC_duroc_moyenne";"Autres_duroc_moyenne";"Total_menages_duroc_moyenne";"PO_duroc_mediane";"LP_duroc_mediane";"LH_duroc_mediane";"LC_duroc_mediane";"Autres_duroc_mediane";"Total_menages_duroc_mediane"
"Vico";"2A348";2019;"563";"181";"24";"0";"85";852;"272";"100";"s";"0";"s";"433";"106";"55";"s";"0";"s";"197";"104";"s";"0";"0";"s";"138";"26";"s";"s";"0";"s";"46";"23";"s";"s";"0";"s";"34";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"1";"1";"1";"0";"1";1;"2";"2";"2";"0";"2";2;"38";"29";"29";"0";"62";39;"56";"51";"51";"0";"60";55;"47";"47";"33";"0";"46";47;"39";"40";"s";"0";"s";"110";"42";"s";"s";"0";"s";"71";"124";"27";"s";"0";"s";"169";"67";"s";"s";"0";"s";"83";"0";"s";"0";"0";"s";"s";"s";"11";"s";"0";"s";"s";"s";"40";"s";"0";"s";"122";"88";"30";"s";"0";"s";"135";"120";"s";"0";"0";"s";"143";"14";"16";"s";"0";"s";"16";"70";"58";"s";"0";"s";65;"72";"58";"s";"0";"s";67;"233";"85";"s";"0";"s";"365";"39";"15";"s";"0";"s";"68";"s";"s";"s";"0";"s";"405";"s";"s";"s";"0";"s";"28";"s";"s";"s";"0";"s";"17";"s";"s";"0";"0";"13";"36";"s";"s";"0";"0";"s";"18";"s";"17";"s";"0";"s";"32";"22";"s";"s";"0";"s";"38";"50";"s";"s";"0";"s";"84";"169";"32";"s";"0";"s";"225";"10";"8";"9";"0";"7";"10";"14";"8";"12";"0";"7";"12";"14";"6";"8";"0";"4";10
"Viggianello";"2A349";2019;"503";"166";"0";"s";"s";708;"217";"79";"0";"s";"s";"315";"51";"s";"0";"0";"s";"88";"92";"s";"0";"0";"s";"126";"40";"s";"0";"0";"s";"54";"s";"s";"0";"s";"s";"30";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"36";"28";"0";"s";"s";35;"56";"44";"0";"s";"s";54;"49";"36";"0";"s";"s";45;"s";"34";"0";"0";"s";"80";"s";"s";"0";"0";"s";"43";"134";"s";"0";"0";"s";"164";"s";"s";"0";"s";"0";"28";"0";"s";"0";"0";"0";"s";"s";"19";"0";"0";"s";"s";"65";"s";"0";"0";"s";"116";"88";"s";"0";"0";"s";"104";"s";"s";"0";"s";"0";"54";"14";"16";"0";"s";"s";"16";"63";"51";"0";"s";"s";59;"65";"50";"0";"s";"s";60;"165";"s";"0";"0";"s";"230";"52";"s";"0";"s";"s";"85";"s";"s";"0";"s";"s";"282";"s";"s";"0";"0";"s";"33";"s";"14";"0";"0";"s";"33";"s";"s";"0";"0";"0";"34";"s";"s";"0";"0";"s";"19";"s";"s";"0";"0";"s";"21";"s";"22";"0";"0";"s";"46";"50";"s";"0";"0";"s";"70";"104";"s";"0";"s";"s";"125";"9";"5";"0";"s";"s";"8";"11";"5";"0";"s";"s";"9";"9";"4";"0";"s";"s";7
"Villanova";"2A351";2019;"325";"52";"0";"0";"34";411;"136";"s";"0";"0";"s";"177";"32";"s";"0";"0";"s";"46";"48";"s";"0";"0";"s";"65";"s";"s";"0";"0";"0";"34";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"1";"1";"0";"0";"2";1;"2";"2";"0";"0";"2";2;"49";"25";"0";"0";"33";45;"60";"43";"0";"0";"48";56;"46";"31";"0";"0";"43";45;"26";"s";"0";"0";"s";"42";"s";"s";"0";"0";"0";"22";"81";"s";"0";"0";"s";"101";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"11";"s";"0";"0";"s";"23";"54";"s";"0";"0";"s";"69";"s";"s";"0";"0";"s";"58";"s";"s";"0";"0";"s";"26";"15";"s";"0";"0";"s";"16";"60";"s";"0";"0";"s";58;"60";"s";"0";"0";"s";58;"s";"s";"0";"0";"s";"128";"s";"s";"0";"0";"s";"49";"s";"s";"0";"0";"s";"164";"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"16";"s";"s";"0";"0";"s";"22";"s";"s";"0";"0";"s";"41";"73";"s";"0";"0";"s";"85";"9";"7";"0";"0";"9";"9";"12";"6";"0";"0";"11";"11";"10";"4";"0";"0";"9";9
"Zérubia";"2A357";2019;"s";"s";"0";"0";"s";30;"s";"s";"0";"0";"s";"16";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";1;"s";"s";"0";"0";"s";2;"s";"s";"0";"0";"s";15;"s";"s";"0";"0";"s";28;"s";"s";"0";"0";"s";29;"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"15";"s";"s";"0";"0";"s";59;"s";"s";"0";"0";"s";66;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"8";"s";"s";"0";"0";"s";"11";"s";"s";"0";"0";"s";11
"Zévaco";"2A358";2019;"s";"s";"0";"0";"s";35;"s";"s";"0";"0";"s";"20";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";1;"s";"s";"0";"0";"s";2;"s";"s";"0";"0";"s";31;"s";"s";"0";"0";"s";45;"s";"s";"0";"0";"s";34;"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"17";"s";"s";"0";"0";"s";62;"s";"s";"0";"0";"s";63;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"10";"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";11
"Zicavo";"2A359";2019;"120";"50";"0";"0";"13";183;"77";"s";"0";"0";"s";"118";"46";"s";"0";"0";"s";"76";"s";"s";"0";"0";"0";"26";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"1";"s";"0";"0";"s";1;"2";"s";"0";"0";"s";2;"53";"s";"0";"0";"s";47;"58";"s";"0";"0";"s";61;"45";"s";"0";"0";"s";50;"26";"s";"0";"0";"s";"48";"s";"s";"0";"0";"s";"18";"s";"s";"0";"0";"s";"24";"s";"s";"0";"0";"s";"27";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"13";"s";"0";"0";"s";"s";"30";"s";"0";"0";"s";"47";"s";"s";"0";"0";"0";"42";"14";"s";"0";"0";"s";"15";"72";"s";"0";"0";"s";69;"72";"s";"0";"0";"s";70;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"16";"s";"0";"0";"s";"27";"47";"s";"0";"0";"s";"69";"10";"s";"0";"0";"s";"9";"14";"s";"0";"0";"s";"13";"13";"s";"0";"0";"s";13
"Zigliara";"2A360";2019;"104";"16";"s";"0";"s";131;"58";"s";"s";"0";"s";"72";"s";"s";"0";"0";"s";"32";"s";"s";"s";"0";"s";"29";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"1";"s";"s";"0";"s";1;"2";"s";"s";"0";"s";2;"47";"s";"s";"0";"s";44;"53";"s";"s";"0";"s";51;"42";"s";"s";"0";"s";41;"s";"s";"s";"0";"s";"24";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"24";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"21";"s";"s";"s";"0";"s";"31";"15";"s";"s";"0";"s";"16";"71";"s";"s";"0";"s";70;"72";"s";"s";"0";"s";72;"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"s";"0";"s";"51";"9";"s";"s";"0";"s";"9";"16";"s";"s";"0";"s";"16";"15";"s";"s";"0";"s";15
"Zonza";"2A362";2019;"1708";"791";"s";"s";"127";2734;"788";"335";"19";"s";"64";"1227";"254";"124";"s";"s";"s";"410";"322";"79";"s";"s";"25";"440";"107";"67";"s";"s";"s";"193";"67";"s";"s";"s";"s";"110";"22";"s";"s";"s";"s";"47";"16";"s";"0";"0";"s";"27";"1";"2";"1";"1";"1";1;"2";"2";"3";"2";"2";2;"39";"30";"11";"15";"47";38;"66";"42";"26";"34";"56";58;"57";"32";"26";"30";"45";48;"132";"124";"s";"s";"25";"292";"108";"s";"s";"s";"s";"203";"399";"127";"s";"s";"20";"560";"146";"s";"0";"s";"s";"169";"0";"s";"0";"0";"s";"s";"44";"85";"s";"s";"s";"s";"237";"143";"s";"s";"21";"428";"265";"79";"s";"s";"s";"363";"239";"s";"s";"0";"s";"275";"16";"16";"14";"9";"20";"17";"65";"51";"50";"51";"58";60;"67";"49";"50";"50";"56";61;"622";"200";"s";"s";"50";"894";"166";"135";"s";"s";"14";"333";"s";"275";"s";"s";"s";"1119";"s";"60";"s";"0";"s";"108";"61";"52";"s";"s";"s";"131";"s";"s";"0";"s";"s";"103";"s";"51";"s";"s";"s";"89";"55";"49";"s";"s";"s";"115";"72";"s";"s";"s";"s";"140";"231";"77";"s";"s";"16";"341";"347";"55";"s";"s";"26";"439";"9";"6";"4";"8";"8";"9";"11";"5";"6";"10";"9";"9";"9";"3";"6";"9";"7";7
"Zoza";"2A363";2019;"s";"s";"0";"0";"s";39;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";1;"s";"s";"0";"0";"s";1;"s";"s";"0";"0";"s";26;"s";"s";"0";"0";"s";56;"s";"s";"0";"0";"s";52;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"15";"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";74;"s";"s";"0";"0";"s";77;"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"11";"s";"s";"0";"0";"s";"15";"s";"s";"0";"0";"s";14
"Aghione";"2B002";2019;"113";"67";"0";"s";"s";194;"40";"s";"0";"s";"s";"72";"11";"s";"0";"s";"s";"23";"s";"s";"0";"0";"0";"22";"s";"s";"0";"0";"0";"12";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"3";"2";"0";"s";"s";2;"3";"3";"0";"s";"s";3;"37";"47";"0";"s";"s";41;"48";"40";"0";"s";"s";44;"36";"28";"0";"s";"s";33;"s";"s";"0";"0";"s";"13";"s";"s";"0";"s";"s";"14";"20";"s";"0";"0";"s";"34";"s";"s";"0";"0";"s";"11";"0";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"13";"s";"0";"s";"s";"25";"s";"13";"0";"0";"s";"27";"s";"s";"0";"0";"s";"s";"16";"s";"0";"s";"s";"16";"64";"s";"0";"s";"s";62;"65";"s";"0";"s";"s";62;"s";"s";"0";"s";"s";"57";"s";"s";"0";"0";"s";"15";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"s";"s";"s";"0";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"22";"20";"s";"0";"0";"s";"32";"9";"7";"0";"s";"s";"9";"12";"8";"0";"s";"s";"10";"10";"7";"0";"s";"s";8
"Aiti";"2B003";2019;"s";"s";"0";"0";"s";24;"s";"s";"0";"0";"s";"15";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";1;"s";"s";"0";"0";"s";2;"s";"s";"0";"0";"s";27;"s";"s";"0";"0";"s";50;"s";"s";"0";"0";"s";50;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"17";"s";"s";"0";"0";"s";73;"s";"s";"0";"0";"s";74;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"11";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"s";12
"Alando";"2B005";2019;"s";"0";"0";"s";"s";28;"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"s";"s";1;"s";"0";"0";"s";"s";2;"s";"0";"0";"s";"s";27;"s";"0";"0";"s";"s";42;"s";"0";"0";"s";"s";36;"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"17";"s";"0";"0";"s";"s";57;"s";"0";"0";"s";"s";52;"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"8";"s";"0";"0";"s";"s";"7";"s";"0";"0";"s";"s";5
"Albertacce";"2B007";2019;"131";"s";"s";"0";"18";181;"72";"s";"s";"0";"s";"104";"33";"s";"s";"0";"s";"54";"s";"s";"s";"0";"s";"34";"s";"s";"s";"0";"0";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"1";"s";"s";"0";"1";1;"2";"s";"s";"0";"1";2;"33";"s";"s";"0";"32";31;"46";"s";"s";"0";"48";46;"43";"s";"s";"0";"42";41;"22";"s";"s";"0";"s";"41";"s";"s";"s";"0";"0";"12";"s";"s";"s";"0";"s";"37";"s";"s";"0";"0";"s";"14";"0";"0";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"27";"s";"s";"0";"s";"38";"s";"s";"s";"0";"s";"41";"14";"s";"s";"0";"18";"15";"70";"s";"s";"0";"67";68;"71";"s";"s";"0";"69";69;"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"0";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"s";"s";"0";"s";"15";"s";"s";"0";"0";"s";"17";"s";"s";"s";"0";"s";"51";"9";"s";"s";"0";"5";"10";"13";"s";"s";"0";"4";"11";"12";"s";"s";"0";"2";9
"Aléria";"2B009";2019;"910";"615";"210";"s";"s";1869;"418";"284";"72";"s";"s";"834";"157";"115";"25";"s";"s";"321";"131";"77";"15";"s";"s";"235";"68";"44";"s";"s";"s";"132";"42";"31";"s";"0";"s";"91";"s";"s";"s";"0";"s";"33";"s";"s";"s";"0";"0";"22";"1";"1";"2";"s";"s";1;"2";"2";"3";"s";"s";2;"40";"30";"25";"s";"s";36;"62";"44";"41";"s";"s";53;"51";"37";"35";"s";"s";45;"92";"108";"s";"0";"s";"228";"51";"s";"20";"s";"s";"138";"189";"100";"36";"s";"s";"352";"85";"s";"s";"0";"s";"115";"0";"s";"s";"0";"s";"s";"s";"74";"s";"0";"s";"s";"s";"111";"33";"s";"s";"298";"129";"66";"23";"s";"s";"233";"128";"s";"s";"0";"s";"176";"17";"17";"15";"s";"s";"17";"64";"52";"58";"s";"s";59;"66";"51";"56";"s";"s";59;"330";"185";"43";"s";"s";"599";"88";"99";"29";"s";"s";"235";"379";"237";"s";"s";"s";"727";"39";"47";"s";"0";"s";"107";"s";"45";"s";"s";"s";"86";"29";"59";"s";"s";"s";"99";"s";"41";"s";"0";"s";"83";"s";"29";"s";"0";"s";"64";"38";"46";"s";"0";"s";"118";"104";"58";"s";"s";"18";"191";"188";"51";"21";"0";"19";"279";"11";"7";"7";"s";"s";"9";"12";"5";"7";"s";"s";"9";"9";"3";"4";"s";"s";6
"Algajola";"2B010";2019;"187";"97";"0";"s";"s";318;"90";"59";"0";"s";"s";"170";"30";"36";"0";"s";"s";"80";"39";"s";"0";"s";"s";"58";"s";"s";"0";"0";"s";"15";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"44";"23";"0";"s";"s";41;"58";"37";"0";"s";"s";52;"46";"34";"0";"s";"s";40;"15";"30";"0";"s";"s";"56";"19";"s";"0";"0";"s";"40";"s";"s";"0";"0";"0";"51";"s";"s";"0";"s";"s";"23";"0";"s";"0";"0";"s";"s";"s";"13";"0";"s";"s";"s";"s";"26";"0";"s";"s";"57";"34";"s";"0";"0";"s";"51";"s";"s";"0";"0";"s";"32";"16";"16";"0";"s";"s";"18";"66";"50";"0";"s";"s";58;"68";"47";"0";"s";"s";59;"72";"s";"0";"s";"s";"136";"18";"s";"0";"s";"s";"34";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"18";"s";"s";"0";"0";"s";"18";"s";"s";"0";"s";"s";"22";"s";"s";"0";"0";"s";"19";"s";"s";"0";"s";"s";"23";"24";"s";"0";"s";"s";"44";"s";"s";"0";"0";"s";"44";"11";"5";"0";"s";"s";"9";"11";"4";"0";"s";"s";"8";"8";"3";"0";"s";"s";5
