"Nom_com";"id_insee";"annee";"PO_0_foyer_rat";"LP_0_foyer_rat";"LH_0_foyer_rat";"LC_0_foyer_rat";"autres_0_foyer_rat";"Total_menages_0_foyer_rat";"PO_1_foyer_rat";"LP_1_foyer_rat";"LH_1_foyer_rat";"LC_1_foyer_rat";"autres_1_foyer_rat";"Total_menages_1_foyer_rat";"PO_2_foyers_rat";"LP_2_foyers_rat";"LH_2_foyers_rat";"LC_2_foyers_rat";"autres_2_foyers_rat";"Total_menages_2_foyers_rat";"PO_3et+_foyers_rat";"LP_3et+_foyers_rat";"LH_3et+_foyers_rat";"LC_3et+_foyers_rat";"autres_3et+_foyers_rat";"Total_menages_3et+_foyers_rat";"PO_1er_rat_celibataire";"LP_1er_rat_celibataire";"LH_1er_rat_celibataire";"LC_1er_rat_celibataire";"autres_1er_rat_celibataire";"Total_menages_1er_rat_celibataire";"PO_1er_rat_divorce";"LP_1er_rat_divorce";"LH_1er_rat_divorce";"LC_1er_rat_divorce";"autres_1er_rat_divorce";"Total_menages_1er_rat_divorce";"PO_1er_rat_marie_pacse";"LP_1er_rat_marie_pacse";"LH_1er_rat_marie_pacse";"LC_1er_rat_marie_pacse";"autres_1er_rat_marie_pacse";"Total_menages_1er_rat_marie_pacse";"PO_1er_rat_veuf";"LP_1er_rat_veuf";"LH_1er_rat_veuf";"LC_1er_rat_veuf";"autres_1er_rat_veuf";"Total_menages_1er_rat_veuf";"PO_1er_rat_<25ans";"LP_1er_rat_<25ans";"LH_1er_rat_<25ans";"LC_1er_rat_<25ans";"autres_1er_rat_<25ans";"Total_menages_1er_rat_<25ans";"PO_1er_rat_25-59ans";"LP_1er_rat_25-59ans";"LH_1er_rat_25-59ans";"LC_1er_rat_25-59ans";"autres_1er_rat_25-59ans";"Total_menages_1er_rat_25-59ans";"PO_1er_rat_>59ans";"LP_1er_rat_>59ans";"LH_1er_rat_>59ans";"LC_1er_rat_>59ans";"autres_1er_rat_>59ans";"Total_menages_1er_rat_>59ans";"PO_suroccupation_lourde";"LP_suroccupation_lourde";"LH_suroccupation_lourde";"LC_suroccupation_lourde";"autres_suroccupation_lourde";"Total_menages_suroccupation_lourde";"PO_suroccupation";"LP_suroccupation";"LH_suroccupation";"LC_suroccupation";"autres_suroccupation";"Total_menages_suroccupation";"PO_rev_brut_ecart_type";"LP_rev_brut_ecart_type";"LH_rev_brut_ecart_type";"LC_rev_brut_ecart_type";"autres_rev_brut_ecart_type";"Total_menages_rev_brut_ecart_type";"PO_rev_brut_moyenne";"LP_rev_brut_moyenne";"LH_rev_brut_moyenne";"LC_rev_brut_moyenne";"autres_rev_brut_moyenne";"Total_menages_rev_brut_moyenne";"PO_rev_brut_mediane";"LP_rev_brut_mediane";"LH_rev_brut_mediane";"LC_rev_brut_mediane";"autres_rev_brut_mediane";"Total_menages_rev_brut_mediane";"PO_rev_brut_ucm_ecart_type";"LP_rev_brut_ucm_ecart_type";"LH_rev_brut_ucm_ecart_type";"LC_rev_brut_ucm_ecart_type";"autres_rev_brut_ucm_ecart_type";"Total_menages_rev_brut_ucm_ecart_type";"PO_rev_brut_ucm_moyenne";"LP_rev_brut_ucm_moyenne";"LH_rev_brut_ucm_moyenne";"LC_rev_brut_ucm_moyenne";"autres_rev_brut_ucm_moyenne";"Total_menages_rev_brut_ucm_moyenne";"PO_rev_brut_ucm_mediane";"LP_rev_brut_ucm_mediane";"LH_rev_brut_ucm_mediane";"LC_rev_brut_ucm_mediane";"autres_rev_brut_ucm_mediane";"Total_menages_rev_brut_ucm_mediane";"PO_non_imposable";"LP_non_imposable";"LH_non_imposable";"LC_non_imposable";"autres_non_imposable";"Total_menages_non_imposable";"PO_imposable";"LP_imposable";"LH_imposable";"LC_imposable";"autres_imposable";"Total_menages_imposable";"PO_pas_degrevement";"LP_pas_degrevement";"LH_pas_degrevement";"LC_pas_degrevement";"autres_pas_degrevement";"Total_menages_pas_degrevement";"PO_avec_degrevement";"LP_avec_degrevement";"LH_avec_degrevement";"LC_avec_degrevement";"autres_avec_degrevement";"Total_menages_avec_degrevement";"PO_plafond_HLM_<=30%";"LP_plafond_HLM_<=30%";"LH_plafond_HLM_<=30%";"LC_plafond_HLM_<=30%";"autres_plafond_HLM_<=30%";"Total_menages_plafond_HLM_<=30%";"PO_plafond_HLM_<30-60%";"LP_plafond_HLM_<30-60%";"LH_plafond_HLM_<30-60%";"LC_plafond_HLM_<30-60%";"autres_plafond_HLM_<30-60%";"Total_menages_plafond_HLM_<30-60%";"PO_plafond_HLM_<60-100%";"LP_plafond_HLM_<60-100%";"LH_plafond_HLM_<60-100%";"LC_plafond_HLM_<60-100%";"autres_plafond_HLM_<60-100%";"Total_menages_plafond_HLM_<60-100%";"PO_plafond_HLM_<100-130%";"LP_plafond_HLM_<100-130%";"LH_plafond_HLM_<100-130%";"LC_plafond_HLM_<100-130%";"autres_plafond_HLM_<100-130%";"Total_menages_plafond_HLM_<100-130%";"PO_plafond_HLM_<130-150%";"LP_plafond_HLM_<130-150%";"LH_plafond_HLM_<130-150%";"LC_plafond_HLM_<130-150%";"autres_plafond_HLM_<130-150%";"Total_menages_plafond_HLM_<130-150%";"PO_plafond_HLM_>150%";"LP_plafond_HLM_>150%";"LH_plafond_HLM_>150%";"LC_plafond_HLM_>150%";"autres_plafond_HLM_>150%";"Total_menages_plafond_HLM_>150%";"PO_plafond_HLM_somme";"LP_plafond_HLM_somme";"LH_plafond_HLM_somme";"LC_plafond_HLM_somme";"autres_plafond_HLM_somme";"Total_menages_plafond_HLM_somme";"PO_plafond_HLM_ecart_type";"LP_plafond_HLM_ecart_type";"LH_plafond_HLM_ecart_type";"LC_plafond_HLM_ecart_type";"autres_plafond_HLM_ecart_type";"Total_menages_plafond_HLM_ecart_type";"PO_plafond_HLM_moyenne";"LP_plafond_HLM_moyenne";"LH_plafond_HLM_moyenne";"LC_plafond_HLM_moyenne";"autres_plafond_HLM_moyenne";"Total_menages_plafond_HLM_moyenne";"PO_plafond_HLM_mediane";"LP_plafond_HLM_mediane";"LH_plafond_HLM_mediane";"LC_plafond_HLM_mediane";"autres_plafond_HLM_mediane";"Total_mÃ©nages_plafond_HLM_mediane";"PO_<1_seuil_pauvrete";"LP_<1_seuil_pauvrete";"LH_<1_seuil_pauvrete";"LC_<1_seuil_pauvrete";"autres_<1_seuil_pauvrete";"Total_mÃ©nages_<1_seuil_pauvrete";"PO_1-<2_seuil_pauvrete";"LP_1-<2_seuil_pauvrete";"LH_1-<2_seuil_pauvrete";"LC_1-<2_seuil_pauvrete";"autres_1-<2_seuil_pauvrete";"Total_mÃ©nages_1-<2_seuil_pauvrete";"PO_2-<3_seuil_pauvrete";"LP_2-<3_seuil_pauvrete";"LH_2-<3_seuil_pauvrete";"LC_2-<3_seuil_pauvrete";"autres_2-<3_seuil_pauvrete";"Total_menages_2-<3_seuil_pauvrete";"PO_>=3_seuil_pauvrete";"LP_>=3_seuil_pauvrete";"LH_>=3_seuil_pauvrete";"LC_>=3_seuil_pauvrete";"autres_>=3_seuil_pauvrete";"Total_menages_>=3_seuil_pauvrete"
"Saliceto";"2B267";2019;"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";".";".";"s";29717;"s";"s";".";".";"s";27709;"s";"s";".";".";"s";19908;"s";"s";".";".";"s";15463;"s";"s";".";".";"s";19441;"s";"s";".";".";"s";16851;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";".";"s";4334;"s";"s";".";".";"s";206;"s";"s";".";".";"s";161;"s";"s";".";".";"s";97;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s"
"Scata";"2B273";2019;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";".";".";"s";30927;"s";"s";".";".";"s";40939;"s";"s";".";".";"s";32488;"s";"s";".";".";"s";14586;"s";"s";".";".";"s";24300;"s";"s";".";".";"s";20333;"s";"s";"0";"0";"s";"s";"0";"s";"0";"0";"s";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"12";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"s";"s";"s";"s";".";".";"s";2477;"s";"s";".";".";"s";74;"s";"s";".";".";"s";103;"s";"s";".";".";"s";90;"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"13";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"s";"s"
"Scolca";"2B274";2019;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"20249";"s";".";".";"s";21195;"31900";"s";".";".";"s";29684;"28483";"s";".";".";"s";24515;"11557";"s";".";".";"s";12656;"20430";"s";".";".";"s";19858;"23069";"s";".";".";"s";20126;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"13";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"2074";"s";".";".";"s";3197;"59";"s";".";".";"s";59;"90";"s";".";".";"s";84;"98";"s";".";".";"s";75;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"15";"s";"0";"0";"0";"s";"12";"s";"0";"0";"0";"s";"s"
"Sermano";"2B275";2019;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"27472";"s";".";"s";"s";26367;"41963";"s";".";"s";"s";37347;"37280";"s";".";"s";"s";33565;"16935";"s";".";"s";"s";16102;"29304";"s";".";"s";"s";26634;"25292";"s";".";"s";"s";22775;"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";".";".";".";".";".";".";".";".";".";".";".";".";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"11";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"2506";"s";".";"s";"s";3520;"74";"s";".";"s";"s";69;"125";"s";".";"s";"s";110;"114";"s";".";"s";"s";89;"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"13";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s"
"Serra-di-Fiumorbo";"2B277";2019;"99";"s";"0";"0";"s";"125";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"15";"35326";"21218";".";"s";"s";32890;"39150";"23047";".";"s";"s";34254;"34601";"17180";".";"s";"s";27339;"32288";"7914";".";"s";"s";28736;"26657";"13919";".";"s";"s";23064;"22417";"13763";".";"s";"s";20240;"s";"s";"0";"s";"s";"148";"s";"s";"0";"0";"0";"12";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"19";"19";"s";"0";"s";"s";"33";"s";"s";"0";"0";"s";"49";"s";"s";"0";"s";"0";"26";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"13958";"1448";".";"s";"s";16123;"182";"38";".";"s";"s";160;"117";"58";".";"s";"s";101;"95";"55";".";"s";"s";77;"15";"s";"0";"0";"s";"34";"44";"s";"0";"s";"s";"62";"s";"s";"0";"0";"0";"39";"s";"0";"0";"0";"0";"s"
"Silvareccio";"2B280";2019;"s";"s";"0";"s";"s";"51";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"29700";"19982";".";"s";"s";27744;"32250";"19098";".";"s";"s";27993;"24673";"13569";".";"s";"s";20920;"15555";"12340";".";"s";"s";16343;"23978";"12385";".";"s";"s";21057;"19975";"9046";".";"s";"s";18708;"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"15";"s";"s";"0";"s";"0";"s";"s";"0";"0";"s";"s";"14";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"13";"4008";"502";".";"s";"s";5119;"58";"62";".";"s";"s";64;"93";"56";".";"s";"s";84;"86";"27";".";"s";"s";77;"s";"s";"0";"0";"s";"17";"s";"s";"0";"s";"s";"22";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s"
"Sisco";"2B281";2019;"277";"s";"0";"0";"s";"429";"47";"s";"0";"0";"s";"62";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"49";"s";"0";"0";"s";"62";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"50";"s";"0";"0";"s";"63";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"14";"17";"s";"0";"0";"s";"29";"45270";"21147";".";".";"28816";39990;"42885";"23851";".";".";"29246";36721;"32118";"18839";".";".";"20400";27615;"30997";"15468";".";".";"12661";27072;"27205";"17327";".";".";"18516";23925;"21407";"16461";".";".";"18000";19209;"294";"s";"0";"0";"s";"450";"38";"s";"0";"0";"s";"50";".";".";".";".";".";".";".";".";".";".";".";".";"s";"38";"0";"0";"s";"71";"54";"s";"0";"0";"s";"89";"92";"s";"0";"0";"s";"132";"45";"s";"0";"0";"s";"73";"s";"s";"0";"0";"s";"35";"84";"s";"0";"0";"s";"100";"42087";"10938";".";".";"2127";55153;"166";"72";".";".";"75";143;"127";"76";".";".";"85";110;"96";"66";".";".";"73";89;"55";"s";"0";"0";"s";"115";"115";"s";"0";"0";"s";"168";"72";"s";"0";"0";"s";"111";"89";"s";"0";"0";"s";"106"
"Solaro";"2B283";2019;"210";"s";"0";"0";"s";"292";"s";"s";"0";"0";"s";"46";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"37";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"43";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"13";"28943";"s";".";".";"s";27964;"40349";"s";".";".";"s";36431;"33642";"s";".";".";"s";29792;"17015";"s";".";".";"s";16397;"26432";"s";".";".";"s";24252;"22808";"s";".";".";"s";21413;"s";"s";"0";"0";"s";"310";"s";"s";"0";"0";"s";"31";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"37";"32";"s";"0";"0";"s";"59";"64";"s";"0";"0";"s";"85";"43";"s";"0";"0";"s";"55";"s";"s";"0";"0";"s";"31";"63";"11";"0";"0";"0";"74";"29845";"s";".";".";"s";37111;"90";"s";".";".";"s";85;"120";"s";".";".";"s";109;"104";"s";".";".";"s";96;"37";"s";"0";"0";"s";"70";"77";"s";"0";"0";"s";"109";"71";"s";"0";"0";"s";"87";"64";"11";"0";"0";"0";"75"
"Sorbo-Ocagnano";"2B286";2019;"198";"s";"0";"s";"s";"331";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"30";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"30972";"s";".";"s";"s";27747;"39579";"s";".";"s";"s";32755;"34432";"s";".";"s";"s";27006;"17469";"s";".";"s";"s";15947;"24746";"s";".";"s";"s";21357;"20827";"s";".";"s";"s";18182;"s";"s";"0";"s";"s";"353";"s";"s";"0";"0";"0";"21";".";".";".";".";".";".";".";".";".";".";".";".";"29";"s";"0";"s";"s";"59";"36";"s";"0";"s";"s";"74";"64";"s";"0";"0";"s";"105";"40";"s";"0";"s";"s";"55";"s";"s";"0";"0";"0";"22";"s";"s";"0";"s";"s";"59";"28249";"s";".";"s";"s";37292;"109";"s";".";"s";"s";96;"119";"s";".";"s";"s";100;"95";"s";".";"s";"s";78;"s";"s";"0";"s";"s";"102";"79";"s";"0";"s";"s";"132";"61";"s";"0";"0";"s";"82";"s";"s";"0";"s";"s";"58"
"Sorio";"2B287";2019;"s";"s";"0";"s";"s";"42";"s";"s";"0";"0";"s";"s";"0";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"10329";".";"s";"s";20498;"s";"13026";".";"s";"s";22796;"s";"13299";".";"s";"s";17129;"s";"7297";".";"s";"s";11714;"s";"10031";".";"s";"s";16132;"s";"8866";".";"s";"s";14490;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"s";"21";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"0";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"652";".";"s";"s";3834;"s";"35";".";"s";"s";58;"s";"38";".";"s";"s";68;"s";"26";".";"s";"s";65;"s";"s";"0";"s";"s";"26";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s"
"Soveria";"2B289";2019;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";39685;"s";"s";".";"s";"s";46858;"s";"s";".";"s";"s";34484;"s";"s";".";"s";"s";20305;"s";"s";".";"s";"s";26078;"s";"s";".";"s";"s";22459;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"s";"s";"0";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";5389;"s";"s";".";"s";"s";110;"s";"s";".";"s";"s";128;"s";"s";".";"s";"s";110;"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"0";"12";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s"
"Speloncato";"2B290";2019;"69";"s";"0";"s";"s";"107";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"32290";"30709";".";"s";"s";31721;"37853";"24935";".";"s";"s";32962;"28939";"17624";".";"s";"s";24561;"23789";"15041";".";"s";"s";21814;"26480";"15273";".";"s";"s";22319;"24172";"11907";".";"s";"s";18815;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"s";"23";"s";"s";"0";"0";"s";"24";"s";"s";"0";"0";"s";"35";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"17";"9235";"1177";".";"s";"s";11273;"117";"36";".";"s";"s";103;"113";"49";".";"s";"s";92;"92";"51";".";"s";"s";77;"16";"s";"0";"s";"s";"37";"27";"s";"0";"0";"s";"42";"s";"s";"0";"0";"s";"28";"s";"0";"0";"0";"s";"16"
"Stazzona";"2B291";2019;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";".";"s";47251;"s";"s";".";".";"s";42075;"s";"s";".";".";"s";25159;"s";"s";".";".";"s";21428;"s";"s";".";".";"s";28873;"s";"s";".";".";"s";25159;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";".";".";"s";2168;"s";"s";".";".";"s";103;"s";"s";".";".";"s";128;"s";"s";".";".";"s";104;"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s"
"Sant'Andréa-di-Bozio";"2B292";2019;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";".";"s";"s";15244;"s";"s";".";"s";"s";25064;"s";"s";".";"s";"s";23207;"s";"s";".";"s";"s";9913;"s";"s";".";"s";"s";18985;"s";"s";".";"s";"s";18753;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"0";"s";"s";"s";"0";"s";"s";"17";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";3526;"s";"s";".";"s";"s";47;"s";"s";".";"s";"s";82;"s";"s";".";"s";"s";82;"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"18";"s";"s";"0";"0";"0";"12";"s";"0";"0";"0";"0";"s"
"Sant'Andréa-di-Cotone";"2B293";2019;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"19867";"29428";".";"s";"s";21331;"32773";"34686";".";"s";"s";32122;"29769";"27300";".";"s";"s";28449;"11514";"14160";".";"s";"s";12140;"24786";"20980";".";"s";"s";23462;"22748";"22847";".";"s";"s";22103;"s";"s";"0";"s";"s";"84";"s";"s";"0";"s";"s";"15";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"s";"39";"s";"s";"0";"0";"0";"18";"s";"s";"0";"s";"s";"13";"s";"s";"0";"s";"s";"12";"7403";"1413";".";"s";"s";10107;"50";"76";".";"s";"s";57;"107";"94";".";"s";"s";102;"96";"80";".";"s";"s";93;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"0";"39";"s";"s";"0";"s";"s";"31";"s";"s";"0";"s";"s";"s"
