"Nom_com";"id_insee";"annee";"PO_0_foyer_rat";"LP_0_foyer_rat";"LH_0_foyer_rat";"LC_0_foyer_rat";"autres_0_foyer_rat";"Total_menages_0_foyer_rat";"PO_1_foyer_rat";"LP_1_foyer_rat";"LH_1_foyer_rat";"LC_1_foyer_rat";"autres_1_foyer_rat";"Total_menages_1_foyer_rat";"PO_2_foyers_rat";"LP_2_foyers_rat";"LH_2_foyers_rat";"LC_2_foyers_rat";"autres_2_foyers_rat";"Total_menages_2_foyers_rat";"PO_3et+_foyers_rat";"LP_3et+_foyers_rat";"LH_3et+_foyers_rat";"LC_3et+_foyers_rat";"autres_3et+_foyers_rat";"Total_menages_3et+_foyers_rat";"PO_1er_rat_celibataire";"LP_1er_rat_celibataire";"LH_1er_rat_celibataire";"LC_1er_rat_celibataire";"autres_1er_rat_celibataire";"Total_menages_1er_rat_celibataire";"PO_1er_rat_divorce";"LP_1er_rat_divorce";"LH_1er_rat_divorce";"LC_1er_rat_divorce";"autres_1er_rat_divorce";"Total_menages_1er_rat_divorce";"PO_1er_rat_marie_pacse";"LP_1er_rat_marie_pacse";"LH_1er_rat_marie_pacse";"LC_1er_rat_marie_pacse";"autres_1er_rat_marie_pacse";"Total_menages_1er_rat_marie_pacse";"PO_1er_rat_veuf";"LP_1er_rat_veuf";"LH_1er_rat_veuf";"LC_1er_rat_veuf";"autres_1er_rat_veuf";"Total_menages_1er_rat_veuf";"PO_1er_rat_<25ans";"LP_1er_rat_<25ans";"LH_1er_rat_<25ans";"LC_1er_rat_<25ans";"autres_1er_rat_<25ans";"Total_menages_1er_rat_<25ans";"PO_1er_rat_25-59ans";"LP_1er_rat_25-59ans";"LH_1er_rat_25-59ans";"LC_1er_rat_25-59ans";"autres_1er_rat_25-59ans";"Total_menages_1er_rat_25-59ans";"PO_1er_rat_>59ans";"LP_1er_rat_>59ans";"LH_1er_rat_>59ans";"LC_1er_rat_>59ans";"autres_1er_rat_>59ans";"Total_menages_1er_rat_>59ans";"PO_suroccupation_lourde";"LP_suroccupation_lourde";"LH_suroccupation_lourde";"LC_suroccupation_lourde";"autres_suroccupation_lourde";"Total_menages_suroccupation_lourde";"PO_suroccupation";"LP_suroccupation";"LH_suroccupation";"LC_suroccupation";"autres_suroccupation";"Total_menages_suroccupation";"PO_rev_brut_ecart_type";"LP_rev_brut_ecart_type";"LH_rev_brut_ecart_type";"LC_rev_brut_ecart_type";"autres_rev_brut_ecart_type";"Total_menages_rev_brut_ecart_type";"PO_rev_brut_moyenne";"LP_rev_brut_moyenne";"LH_rev_brut_moyenne";"LC_rev_brut_moyenne";"autres_rev_brut_moyenne";"Total_menages_rev_brut_moyenne";"PO_rev_brut_mediane";"LP_rev_brut_mediane";"LH_rev_brut_mediane";"LC_rev_brut_mediane";"autres_rev_brut_mediane";"Total_menages_rev_brut_mediane";"PO_rev_brut_ucm_ecart_type";"LP_rev_brut_ucm_ecart_type";"LH_rev_brut_ucm_ecart_type";"LC_rev_brut_ucm_ecart_type";"autres_rev_brut_ucm_ecart_type";"Total_menages_rev_brut_ucm_ecart_type";"PO_rev_brut_ucm_moyenne";"LP_rev_brut_ucm_moyenne";"LH_rev_brut_ucm_moyenne";"LC_rev_brut_ucm_moyenne";"autres_rev_brut_ucm_moyenne";"Total_menages_rev_brut_ucm_moyenne";"PO_rev_brut_ucm_mediane";"LP_rev_brut_ucm_mediane";"LH_rev_brut_ucm_mediane";"LC_rev_brut_ucm_mediane";"autres_rev_brut_ucm_mediane";"Total_menages_rev_brut_ucm_mediane";"PO_non_imposable";"LP_non_imposable";"LH_non_imposable";"LC_non_imposable";"autres_non_imposable";"Total_menages_non_imposable";"PO_imposable";"LP_imposable";"LH_imposable";"LC_imposable";"autres_imposable";"Total_menages_imposable";"PO_pas_degrevement";"LP_pas_degrevement";"LH_pas_degrevement";"LC_pas_degrevement";"autres_pas_degrevement";"Total_menages_pas_degrevement";"PO_avec_degrevement";"LP_avec_degrevement";"LH_avec_degrevement";"LC_avec_degrevement";"autres_avec_degrevement";"Total_menages_avec_degrevement";"PO_plafond_HLM_<=30%";"LP_plafond_HLM_<=30%";"LH_plafond_HLM_<=30%";"LC_plafond_HLM_<=30%";"autres_plafond_HLM_<=30%";"Total_menages_plafond_HLM_<=30%";"PO_plafond_HLM_<30-60%";"LP_plafond_HLM_<30-60%";"LH_plafond_HLM_<30-60%";"LC_plafond_HLM_<30-60%";"autres_plafond_HLM_<30-60%";"Total_menages_plafond_HLM_<30-60%";"PO_plafond_HLM_<60-100%";"LP_plafond_HLM_<60-100%";"LH_plafond_HLM_<60-100%";"LC_plafond_HLM_<60-100%";"autres_plafond_HLM_<60-100%";"Total_menages_plafond_HLM_<60-100%";"PO_plafond_HLM_<100-130%";"LP_plafond_HLM_<100-130%";"LH_plafond_HLM_<100-130%";"LC_plafond_HLM_<100-130%";"autres_plafond_HLM_<100-130%";"Total_menages_plafond_HLM_<100-130%";"PO_plafond_HLM_<130-150%";"LP_plafond_HLM_<130-150%";"LH_plafond_HLM_<130-150%";"LC_plafond_HLM_<130-150%";"autres_plafond_HLM_<130-150%";"Total_menages_plafond_HLM_<130-150%";"PO_plafond_HLM_>150%";"LP_plafond_HLM_>150%";"LH_plafond_HLM_>150%";"LC_plafond_HLM_>150%";"autres_plafond_HLM_>150%";"Total_menages_plafond_HLM_>150%";"PO_plafond_HLM_somme";"LP_plafond_HLM_somme";"LH_plafond_HLM_somme";"LC_plafond_HLM_somme";"autres_plafond_HLM_somme";"Total_menages_plafond_HLM_somme";"PO_plafond_HLM_ecart_type";"LP_plafond_HLM_ecart_type";"LH_plafond_HLM_ecart_type";"LC_plafond_HLM_ecart_type";"autres_plafond_HLM_ecart_type";"Total_menages_plafond_HLM_ecart_type";"PO_plafond_HLM_moyenne";"LP_plafond_HLM_moyenne";"LH_plafond_HLM_moyenne";"LC_plafond_HLM_moyenne";"autres_plafond_HLM_moyenne";"Total_menages_plafond_HLM_moyenne";"PO_plafond_HLM_mediane";"LP_plafond_HLM_mediane";"LH_plafond_HLM_mediane";"LC_plafond_HLM_mediane";"autres_plafond_HLM_mediane";"Total_m̩nages_plafond_HLM_mediane";"PO_<1_seuil_pauvrete";"LP_<1_seuil_pauvrete";"LH_<1_seuil_pauvrete";"LC_<1_seuil_pauvrete";"autres_<1_seuil_pauvrete";"Total_m̩nages_<1_seuil_pauvrete";"PO_1-<2_seuil_pauvrete";"LP_1-<2_seuil_pauvrete";"LH_1-<2_seuil_pauvrete";"LC_1-<2_seuil_pauvrete";"autres_1-<2_seuil_pauvrete";"Total_m̩nages_1-<2_seuil_pauvrete";"PO_2-<3_seuil_pauvrete";"LP_2-<3_seuil_pauvrete";"LH_2-<3_seuil_pauvrete";"LC_2-<3_seuil_pauvrete";"autres_2-<3_seuil_pauvrete";"Total_menages_2-<3_seuil_pauvrete";"PO_>=3_seuil_pauvrete";"LP_>=3_seuil_pauvrete";"LH_>=3_seuil_pauvrete";"LC_>=3_seuil_pauvrete";"autres_>=3_seuil_pauvrete";"Total_menages_>=3_seuil_pauvrete"
"Popolasca";"2B244";2019;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";".";".";"s";32348;"s";"s";".";".";"s";46121;"s";"s";".";".";"s";37016;"s";"s";".";".";"s";26322;"s";"s";".";".";"s";33971;"s";"s";".";".";"s";25147;"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";".";".";".";".";".";".";".";".";".";".";".";".";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";".";".";"s";1559;"s";"s";".";".";"s";43;"s";"s";".";".";"s";97;"s";"s";".";".";"s";98;"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s"
"Porri";"2B245";2019;"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"0";"s";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"0";"s";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"25712";"s";".";"s";"s";25470;"28448";"s";".";"s";"s";30554;"23629";"s";".";"s";"s";24861;"17088";"s";".";"s";"s";15289;"20821";"s";".";"s";"s";21737;"17671";"s";".";"s";"s";19450;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"1725";"s";".";"s";"s";2834;"86";"s";".";"s";"s";71;"96";"s";".";"s";"s";94;"78";"s";".";"s";"s";80;"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"12";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s"
"La Porta";"2B246";2019;"s";"s";"0";"s";"s";"79";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"24479";"s";".";"s";"s";21719;"29505";"s";".";"s";"s";26213;"22137";"s";".";"s";"s";19722;"15413";"s";".";"s";"s";13968;"20627";"s";".";"s";"s";19008;"16296";"s";".";"s";"s";15222;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"0";"13";"s";"s";"0";"s";"s";"28";"s";"s";"0";"0";"s";"24";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"5147";"s";".";"s";"s";7296;"70";"s";".";"s";"s";64;"90";"s";".";"s";"s";82;"73";"s";".";"s";"s";66;"15";"s";"0";"s";"0";"28";"22";"s";"0";"0";"s";"33";"s";"s";"0";"s";"0";"16";"s";"s";"0";"0";"s";"12"
"Prato-di-Giovellina";"2B248";2019;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";".";".";"s";25063;"s";"s";".";".";"s";36256;"s";"s";".";".";"s";29707;"s";"s";".";".";"s";13599;"s";"s";".";".";"s";26982;"s";"s";".";".";"s";27995;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";".";".";"s";2108;"s";"s";".";".";"s";65;"s";"s";".";".";"s";96;"s";"s";".";".";"s";69;"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s"
"Prunelli-di-Casacconi";"2B250";2019;"41";"s";"0";"s";"s";"68";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"11";"41988";"s";".";"s";"s";37370;"38744";"s";".";"s";"s";33378;"29326";"s";".";"s";"s";25619;"16433";"s";".";"s";"s";16242;"23780";"s";".";"s";"s";20972;"23361";"s";".";"s";"s";20366;"s";"s";"0";"s";"s";"s";"0";"s";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"0";"14";"s";"s";"0";"0";"0";"13";"s";"s";"0";"s";"s";"20";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"5387";"s";".";"s";"s";7089;"92";"s";".";"s";"s";84;"106";"s";".";"s";"s";92;"100";"s";".";"s";"s";89;"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"22";"s";"s";"0";"0";"s";"24";"s";"s";"0";"0";"0";"s"
"Prunelli-di-Fiumorbo";"2B251";2019;"719";"449";"64";"s";"s";"1300";"148";"s";"s";"s";"s";"214";"s";"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"s";"152";"s";"s";"0";"s";"221";"s";"s";"s";"s";"s";"28";"s";"s";"0";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"35";"127";"35";"s";"s";"s";"186";"s";"s";"s";"s";"0";"51";"s";"s";"s";"0";"s";"25";"s";"26";"s";"0";"s";"59";"38759";"65467";"14980";"11555";"22634";47901;"39534";"25608";"17995";"17682";"27514";33288;"31635";"19055";"14700";"15631";"20953";25135;"28327";"43306";"7315";"8097";"11931";32863;"25299";"16911";"10323";"13524";"18461";21447;"21823";"13701";"9294";"14087";"16585";18196;"806";"s";"s";"s";"s";"1421";"90";"s";"s";"0";"s";"122";".";".";".";".";".";".";".";".";".";".";".";".";"82";"114";"35";"s";"s";"244";"141";"141";"28";"s";"s";"328";"236";"129";"s";"s";"26";"413";"187";"57";"s";"s";"s";"258";"81";"s";"s";"0";"s";"102";"168";"s";"s";"0";"s";"196";"101283";"37068";"4106";"531";"5368";148356;"136";"240";"37";"39";"57";171;"113";"78";"46";"53";"79";96;"97";"56";"37";"41";"69";79;"150";"193";"50";"s";"s";"415";"292";"181";"s";"s";"s";"540";"282";"s";"s";"s";"s";"384";"171";"s";"s";"0";"s";"202"
"Pruno";"2B252";2019;"s";"s";"0";"s";"s";"64";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"24095";"s";".";"s";"s";21621;"34150";"s";".";"s";"s";28999;"27418";"s";".";"s";"s";22559;"16061";"s";".";"s";"s";14391;"23351";"s";".";"s";"s";20979;"20656";"s";".";"s";"s";19014;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"0";"11";"s";"s";"0";"0";"s";"16";"16";"s";"0";"s";"s";"27";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"4301";"s";".";"s";"s";6419;"78";"s";".";"s";"s";69;"98";"s";".";"s";"s";88;"76";"s";".";"s";"s";73;"s";"s";"0";"s";"s";"21";"17";"s";"0";"s";"s";"28";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s"
"Quercitello";"2B255";2019;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";".";"s";"s";132274;"s";"s";".";"s";"s";65709;"s";"s";".";"s";"s";40135;"s";"s";".";"s";"s";44518;"s";"s";".";"s";"s";34289;"s";"s";".";"s";"s";23857;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";".";"s";"s";4497;"s";"s";".";"s";"s";487;"s";"s";".";"s";"s";204;"s";"s";".";"s";"s";97;"s";"s";"0";"0";"s";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s"
"Rapaggio";"2B256";2019;"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"s";".";".";"s";"s";20308;"s";".";".";"s";"s";31823;"s";".";".";"s";"s";31820;"s";".";".";"s";"s";14479;"s";".";".";"s";"s";24110;"s";".";".";"s";"s";23480;"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";".";".";".";".";".";".";".";".";".";".";".";".";"0";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";".";".";"s";"s";1019;"s";".";".";"s";"s";56;"s";".";".";"s";"s";93;"s";".";".";"s";"s";90;"s";"0";"0";"s";"0";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s"
"Rapale";"2B257";2019;"43";"s";"0";"s";"s";"64";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"27526";"11821";".";"s";"s";25306;"39249";"15876";".";"s";"s";32500;"32984";"15388";".";"s";"s";25635;"13257";"8114";".";"s";"s";13015;"24227";"9903";".";"s";"s";21233;"23556";"7885";".";"s";"s";20353;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"0";"13";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"s";"18";"s";"s";"0";"0";"s";"22";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"5657";"540";".";"s";"s";7146;"68";"32";".";"s";"s";64;"107";"42";".";"s";"s";90;"107";"32";".";"s";"s";77;"s";"s";"0";"s";"s";"20";"s";"s";"0";"0";"s";"24";"s";"s";"0";"0";"s";"23";"s";"0";"0";"0";"0";"s"
"Riventosa";"2B260";2019;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"s";"s";"s";"22370";"17900";".";"s";"s";22401;"40546";"18770";".";"s";"s";32452;"34252";"13493";".";"s";"s";28491;"12594";"13718";".";"s";"s";13341;"26755";"15175";".";"s";"s";22535;"24657";"10541";".";"s";"s";21864;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"0";"12";"s";"s";"0";"0";"0";"s";"11";"s";"0";"s";"s";"22";"s";"s";"0";"0";"0";"12";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"5151";"1092";".";"s";"s";7179;"68";"60";".";"s";"s";66;"117";"61";".";"s";"s";96;"109";"40";".";"s";"s";90;"s";"s";"0";"s";"0";"19";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"0";"27";"s";"s";"0";"0";"0";"s"
"Rogliano";"2B261";2019;"161";"s";"s";"s";"s";"234";"s";"s";"0";"s";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"s";"s";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"s";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"19";"26591";"10917";"s";"s";"54730";28598;"34738";"15907";"s";"s";"33313";30497;"27117";"16768";"s";"s";"27091";24232;"17336";"8610";"s";"s";"22001";16864;"23521";"12414";"s";"s";"20826";20793;"19913";"12589";"s";"s";"17608";17497;"s";"s";"s";"s";"s";"238";"s";"s";"0";"0";"s";"20";".";".";".";".";".";".";".";".";".";".";".";".";"30";"11";"s";"s";"s";"57";"20";"s";"s";"s";"s";"35";"60";"s";"s";"s";"s";"83";"s";"s";"0";"0";"s";"31";"s";"s";"0";"0";"s";"15";"s";"0";"s";"0";"s";"37";"18160";"2076";"s";"s";"2106";23233;"78";"36";"s";"s";"132";80;"101";"53";"s";"s";"96";90;"86";"59";"s";"s";"78";75;"39";"17";"s";"s";"s";"74";"69";"s";"s";"s";"s";"96";"s";"s";"0";"s";"s";"47";"s";"0";"s";"0";"s";"41"
"Rospigliani";"2B263";2019;"s";"s";"0";"s";"s";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17727";"s";".";"s";"s";17617;"37548";"s";".";"s";"s";33816;"30238";"s";".";"s";"s";30225;"7519";"s";".";"s";"s";8558;"24896";"s";".";"s";"s";24262;"24139";"s";".";"s";"s";26500;"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";".";".";".";".";".";".";".";".";".";".";".";".";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"1968";"s";".";"s";"s";3255;"35";"s";".";"s";"s";38;"109";"s";".";"s";"s";105;"104";"s";".";"s";"s";111;"0";"0";"0";"s";"s";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"s";"s";"16";"s";"0";"0";"0";"s";"s"
"Rusio";"2B264";2019;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"32374";"s";".";".";"s";31642;"38338";"s";".";".";"s";28326;"32298";"s";".";".";"s";18846;"15116";"s";".";".";"s";17030;"20963";"s";".";".";"s";17211;"16149";"s";".";".";"s";12757;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"1596";"s";".";".";"s";2426;"74";"s";".";".";"s";85;"89";"s";".";".";"s";74;"65";"s";".";".";"s";53;"s";"s";"0";"0";"s";"16";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s"
"Rutali";"2B265";2019;"95";"s";"0";"s";"s";"116";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"53431";"12125";".";"s";"s";49863;"41862";"16417";".";"s";"s";38136;"28581";"15759";".";"s";"s";26814;"32458";"10429";".";"s";"s";30245;"26519";"13565";".";"s";"s";24536;"19488";"13047";".";"s";"s";19476;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"19";"s";"s";"0";"s";"s";"18";"s";"s";"0";"s";"s";"52";"s";"s";"0";"0";"0";"15";"s";"s";"0";"0";"s";"13";"s";"0";"0";"0";"0";"s";"14918";"695";".";"s";"s";16184;"176";"42";".";"s";"s";164;"129";"53";".";"s";"s";116;"94";"54";".";"s";"s";82;"s";"s";"0";"s";"s";"25";"s";"s";"0";"s";"s";"61";"s";"s";"0";"0";"0";"29";"s";"s";"0";"0";"s";"24"
